predictors_amp_n_ 1,predictors_amp_n_ 2,predictors_amp_n_ 3,predictors_amp_n_ 4,predictors_amp_n_ 5,predictors_amp_n_ 6,predictors_amp_n_ 7,predictors_amp_n_ 8,predictors_amp_n_ 9,predictors_amp_n_10,predictors_amp_n_11,predictors_amp_n_12,predictors_amp_n_13,predictors_amp_n_14,predictors_amp_n_15,predictors_amp_n_16,predictors_amp_n_17,predictors_amp_n_18,predictors_amp_n_19,predictors_amp_n_20,Var2
7,0,0.019674,1.1259,45.485,0.11984,100,0.072963,1.4607,0.55638,0.88105,0.0028072,0.17421,0.16702,0.14424,0.082068,0,0,0.46065,8,124.92
8,0,0.0036163,0.71279,78.107,0.23341,100,3.42E-05,0.0025854,0.13945,0.10699,0.024824,4.1301,0.43991,0.15527,0.18092,0,0,0.072488,8,115.43
9,0,0.00016613,36.175,97.027,11.828,100,99.608,0.2839,22.854,0.30766,61.727,10.02,4.3682,0.050054,0.93242,0,0,1.3833,8,103.91
10,0,0.41779,11.255,97.952,34.582,100,2.5388,14.893,92.909,0.3967,0.0067954,48.952,1.4991,6.3697,4.4468,0,0,0.048308,8,125.81
11,0,0.0082766,0.43578,1.3928,0.03453,100,0.3342,0.36959,24.015,0.23502,0.015044,0.25363,0.10728,0.0079796,2.4547,0,0,0.021371,8,104
12,0,0.039983,0.6477,12.338,0.38046,100,33.843,0.11147,10.463,0.59581,0.011778,0.43114,0.12202,0.013448,0.22729,0,0,0.046767,8,115.4
13,0,0.00092027,83.052,0.024232,11.253,99.986,99.363,1.6755,35.404,1.4295,0.0042649,35.479,62.182,0.0023626,0.084902,0,0,0.0156,8,104.46
14,0,1.9314,0.72157,66.778,58.066,100,0.10868,1.2526,21.83,0.21455,0.015178,62.287,2.1444,3.1332,3.5609,0,0,83.534,8,125.52
15,0,0.0019311,2.8683,1.7777,10.863,100,0.21889,0.01548,9.3484,0.11546,0.0010555,28.844,0.88914,12.511,7.8338,0,0,0.11504,8,120.2
16,0,0.0004336,20.693,1.5713,0.27174,2.31E-07,99.9,0.18845,0.21801,0.016107,0.0082683,0.021519,12.583,0.00084918,68.279,0,0,0.0016162,8,104.84
17,0,5.4555,43.937,99.627,92.977,99.987,1.4201,19.073,0.64593,0.39487,4.2739,0.51775,94.203,4.7665,2.0831,0,0,88.313,8,121.76
18,0,0.0061447,2.3919,0.0136,0.061199,100,3.2641,1.8574,13.033,0.17916,0.030117,0.38283,0.79023,0.090267,3.3495,0,0,0.11875,8,108.67
19,0,0.0016307,0.21522,0.003784,0.0010067,1.95E-05,9.64E-05,0.0071621,0.20856,0.0088496,0.0053117,0.0061058,0.1224,0.0004143,0.039413,0,0,0.0046632,8,62.549
20,0,0.19368,0.87628,0.76844,0.0011747,100,0.022875,0.12462,0.19119,0.17167,0.0033073,0.015296,0.015715,0.0022727,0.091614,0,0,0.10375,8,44.095
21,0,0.00022158,79.724,0.037365,0.088994,100,83.043,1.6057,12.715,0.9157,0.01877,0.19615,76.219,0.013538,0.15094,0,0,0.054646,8,104.26
22,0,0.0059413,0.87314,94.79,29.128,100,5.0107,0.77014,0.27419,1.4922,0.25797,13.09,1.9707,0.17134,0.11986,0,0,0.14437,8,121.68
23,0,0.21923,1.4491,98.47,16.075,100,6.0713,2.2445,25.139,0.61143,37.892,12.77,80.707,4.2942,12.025,0,0,46.726,8,123.16
24,0,0.050343,1.0212,1.0198,40.891,99.999,3.1866,0.92227,22.99,1.4562,0.038882,0.37721,0.34258,0.12724,7.0105,0,0,0.64132,8,121.15
25,0,0.0028157,61.624,0.026529,1.9468,100,0.60115,4.7143,0.22425,0.19112,0.60723,0.078826,94.333,0.0021798,0.081664,0,0,0.031187,8,107.34
26,0,71.801,1.02,99.964,21.687,100,0.60567,25.134,99.811,1.3024,1.3279,95.804,98.194,76.921,98.756,0,0,99.221,8,127.11
27,0,0.023078,2.5227,0.56659,0.019576,99.997,0.59406,0.20525,0.15461,0.053906,0.010498,0.045741,20.032,0.0010348,0.007795,0,0,0.18071,8,55.344
28,0,1.3012,3.6366,0.70697,0.16266,99.96,8.9718,47.184,0.18186,10.39,0.051028,0.83838,0.22478,0.37228,3.9166,0,0,0.23651,8,117
29,0,91.598,12.514,95.087,80.3,100,0.0080963,0.40919,91.491,3.5266,0.33215,45.864,22.352,6.9351,96.345,0,0,99.982,8,128.72
30,0,0.010921,11.153,0.06233,0.012089,100,97.987,3.1173,24.026,0.078124,0.04244,0.10331,2.5936,0.057067,0.537,0,0,0.028014,8,110.62
31,0,0.010817,0.29786,4.8939,0.20955,100,0.17862,0.10469,0.22402,0.11912,0.22563,0.012515,0.13295,0.0032374,0.092129,0,0,0.33011,8,41.612
32,0,0.24651,0.87669,2.7955,0.77538,100,0.0043327,1.9132,0.077257,0.8004,0.01028,0.35577,1.1495,0.26394,0.075953,0,0,0.32226,8,111.27
33,0,0.050168,12.123,54.813,0.17933,100,99.843,0.26615,90.671,0.07362,0.00046967,5.7261,0.35948,0.067274,31.891,0,0,0.016407,8,44.156
34,0,0.084977,23.973,23.271,0.010081,100,97.574,2.2012,6.243,0.79702,0.0067301,3.2374,0.45694,0.3552,14.798,0,0,0.0083705,8,125.76
35,0,0.00071813,4.9835,0.23555,0.01005,40.558,1.7093,0.37147,1.1305,0.27612,0.019862,0.059303,0.15428,0.0014041,2.3412,0,0,0.014029,8,109.34
36,0,0.37931,5.3207,0.38161,0.24437,100,35.287,2.8425,0.97483,0.60148,0.0061539,37.957,0.031688,2.6121,3.5674,0,0,0.070525,8,122.89
37,0,0.039498,99.878,3.5923,2.9312,100,0.14044,0.062862,2.0167,0.37511,0.066472,20.613,0.50192,11.63,38.917,0,0,0.51848,8,132.4
38,0,0.0071039,19.591,0.021652,0.00048032,5.43E-09,13.483,0.70616,0.029502,0.01874,0.0055645,0.051251,8.4457,0.0025356,0.074306,0,0,0.0022244,8,34.014
39,0,0.083278,3.0459,5.8204,0.033798,100,24.612,2.3692,0.38541,0.75434,0.0019888,0.17691,0.065751,0.13363,0.23141,0,0,0.070696,8,125.78
40,0,0.004714,2.1112,74.81,0.001207,72.614,22.622,1.1561,0.090248,0.040608,0.20895,0.019124,3.4378,0.00036168,0.092001,0,0,0.020452,8,111.15
41,0,0.020292,0.34203,0.0071328,0.00024895,43.547,0.011653,0.0089395,3.4739,0.071456,0.00059077,0.010211,0.13303,0.00050324,52.369,0,0,0.019704,8,46.081
42,0,0.00079475,16.876,94.844,0.35181,100,1.772,0.081254,19.987,0.12361,1.1522,72.369,3.0095,0.1642,0.09142,0,0,0.10775,8,134.11
43,0,0.0093189,1.1627,0.4664,1.5382,100,0.094243,1.3918,46.996,0.44696,0.021752,1.3417,3.4989,0.0036451,3.0036,0,0,0.18681,8,107.82
44,0,0.040259,5.5526,32.383,0.86617,100,0.073892,0.10412,9.065,0.21406,0.014291,9.9389,1.3326,0.0023032,11.475,0,0,0.13658,8,115.21
45,0,0.0086493,3.4679,27.537,0.24575,100,0.097394,0.0015687,5.4816,0.1535,2.5837,12.594,0.024161,13.631,4.946,0,0,1.8269,8,105.82
46,0,0.055754,99.284,0.19226,95.113,100,94.283,1.892,12.083,1.243,0.055545,89.952,72.806,4.2469,2.7533,0,0,0.2993,8,134.18
47,0,0.010746,0.37318,66.778,57.747,100,0.030102,0.019854,21.508,0.34909,0.00077254,11.76,3.152,0.02828,1.2491,0,0,0.19988,8,127.09
48,0,0.0024772,4.179,0.070796,0.017871,4.34E-06,18.458,0.15579,31.992,0.26643,0.0036838,0.026463,0.0077208,0.00037907,0.56865,0,0,0.010289,8,104.75
49,0,0.00034873,2.251,0.00013025,0.0022834,5.68E-06,80.551,0.47708,0.17321,0.084814,0.0075054,1.218,0.28125,0.033662,0.043197,0,0,0.002148,8,127.83
50,0,0.098179,0.4103,0.0074121,0.0036721,0.03268,0.004549,0.017699,0.25541,0.017198,0.0020733,0.77952,0.16755,0.25033,4.1611,0,0,0.06262,8,130.8
51,0,0.20104,6.4826,1.067,92.977,99.987,2.1429,19.073,0.6444,0.4027,4.2739,0.51775,94.203,4.7663,2.0831,0,0,0.83867,8,104.23
52,0,0.0060478,2.3919,0.013411,0.061199,100,4.8777,1.8574,13.033,0.17916,0.030117,0.38283,0.67583,0.090258,3.3466,0,0,0.11875,8,30.191
53,0,0.066088,6.0853,0.23397,0.0061989,100,68.862,3.7269,0.094328,0.15002,0.038849,0.013782,0.35902,0.0025278,0.044884,0,0,0.075771,8,102.18
54,0,0.0021571,99.5,85.515,96.31,100,72.934,84.097,21.814,1.0971,47.516,78.431,1.9953,0.42413,1.1348,0,0,1.6195,8,111.68
55,0,0.013549,96.186,0.12816,0.26921,100,77.848,13.55,1.1496,0.18913,0.059196,0.81198,5.4056,0.038342,0.32164,0,0,0.046396,8,132.35
56,0,0.01562,4.2436,99.865,0.64025,100,92.587,4.1723,0.84388,2.5678,0.14154,0.23627,40.193,0.30789,0.33648,0,0,0.092963,8,124.22
57,0,0.21923,1.4491,98.47,16.075,100,6.0713,2.2445,25.139,0.61143,37.892,9.8072,80.707,4.2942,12.025,0,0,46.726,8,55.514
58,0,0.050343,1.0212,1.0198,40.891,99.999,3.1866,0.92227,22.99,1.4562,0.039459,0.94049,0.34258,0.12726,7.0089,0,0,0.64132,8,139.92
59,0,0.016945,20.643,0.0041855,0.00368,0.4448,0.015646,0.0049966,0.34131,0.11732,0.0020076,0.089746,0.23117,0.011351,8.0755,0,0,0.052445,8,59.395
60,0,0.01309,99.378,3.2173,0.20198,100,99.997,23.678,70.518,1.6017,0.35285,17.705,78.414,0.18792,5.5071,0,0,0.072515,8,113.76
61,0,0.60016,7.9384,0.040117,0.016151,99.999,0.0057086,2.7162,20.939,0.43769,0.0018855,0.44664,12.793,0.01269,1.256,0,0,0.067217,8,131.41
62,0,0.0007895,0.96363,0.0013741,0.078535,100,16.883,0.84693,0.16713,0.082176,0.11026,0.10766,5.0229,0.061313,5.7789,0,0,0.052562,8,102.31
63,0,0.18551,16.193,0.022844,0.027233,2.94E-07,74.439,49.89,0.29556,1.9216,0.023014,0.29551,0.40829,0.043787,1.6757,0,0,0.0010021,8,66.572
64,0,0.05874,99.628,0.04418,0.58548,100,92.802,6.4914,7.1482,0.86537,2.0933,0.34028,4.246,0.033511,12.951,0,0,0.14482,8,69.269
1,0,45.248,0.53328,0.017445,0.72398,0.057332,1.91E-05,7.0718,1.2871,43.484,0.010801,0.018119,0.034154,0.01128,5.2852,0,0,71.135,9,0
2,0,74.599,0.27539,0.066908,0.38943,0.017686,1.40E-05,3.4043,1.7803,39.319,0.0072178,0.017039,0.83908,0.012879,63.895,0,0,65.943,9,167.56
3,0,38.394,0.18951,0.011194,0.11044,0.015237,5.62E-05,2.8187,0.56271,15.444,0.0071376,0.042435,0.048455,0.0057266,17.903,0,0,58.159,9,123.89
4,0,51.03,0.30258,0.061946,0.21276,0.016698,1.17E-05,2.7823,0.34294,44.749,0.037031,0.045709,0.078907,0.018623,20.005,0,0,67.925,9,160.95
5,0,71.111,11.396,8.6319,0.55307,0.040812,0.0018272,5.1616,61.701,49.939,0.0025092,0.034641,0.87631,0.011858,31.238,0,0,93.489,9,181.23
6,0,45.632,0.33649,0.027636,0.19921,0.020782,0.00021902,3.2349,0.5287,26.147,0.014481,0.0079971,0.029454,0.034712,22.562,0,0,75.111,9,125.87
7,0,46.603,0.64493,0.02267,0.16489,0.013328,2.26E-05,2.7656,0.86384,28.787,0.008282,0.006971,0.096853,0.010293,29.936,0,0,81.541,9,164.81
8,0,70.434,8.266,2.1167,0.39687,0.042896,0.0030726,59.208,1.5156,11.059,0.035435,0.0096209,0.057463,0.016203,57.122,0,0,76.481,9,112.77
9,0,55.748,0.86218,0.5798,1.9418,0.076202,6.13E-05,3.8694,21.876,56.492,0.0085306,0.45378,1.0523,0.053736,47.67,0,0,83.993,9,50
10,0,46.397,0.42678,0.03465,0.27512,0.0086612,1.77E-05,3.136,6.08,21.083,0.0081018,0.036764,0.41415,0.016242,36.879,0,0,80.126,9,174.07
11,0,58.749,0.1416,0.23635,4.3732,0.034639,3.10E-05,3.2648,0.46706,2.5546,0.12003,0.16502,0.003247,6.2824,58.514,0,0,43.6,9,123.78
12,0,57.378,0.15255,0.012825,2.2287,0.0094424,3.20E-05,3.7998,3.3009,3.0663,0.26857,0.094677,0.27436,0.18084,34.998,0,0,63.47,9,50
13,0,47.307,3.3908,0.024896,0.11149,0.027504,8.29E-05,3.0854,22.74,41.81,0.0050797,0.0063282,0.33902,0.0090963,3.3936,0,0,71.473,9,47.03
14,0,86.417,0.94367,3.3375,8.5466,0.082464,2.58E-05,2.456,1.3048,21.377,0.0098093,2.4094,0.6225,0.88478,70.79,0,0,96.146,9,178.86
15,0,55.118,0.21366,0.07819,1.4463,0.038694,4.26E-05,3.4238,1.8144,43.98,0.047608,0.084183,0.092739,0.13238,61.962,0,0,83.424,9,171.98
16,0,48.957,0.24313,0.058904,0.76111,0.018172,0.00023139,3.3505,1.4444,11.089,0.017885,0.010066,0.71561,0.041922,58.511,0,0,67.42,9,120.88
17,0,63.699,0.21205,0.018212,0.22409,0.027915,4.05E-05,2.8244,2.0109,7.6616,0.0035007,0.016585,0.040612,0.019166,28.139,0,0,74.664,9,160.98
18,0,73.805,0.43364,5.0325,1.7224,0.028,0.0014767,13.924,35.617,49.924,0.0093672,0.17301,5.3618,0.068964,70.717,0,0,87.486,9,176.41
19,0,59.69,1.3088,2.5717,3.1936,1.8071,0.0062552,5.9351,6.8239,28.327,0.10791,0.36473,0.62997,0.4873,45.37,0,0,69.536,9,13.241
20,0,59.69,1.3088,2.5717,3.1936,1.8071,0.0062552,5.9351,6.8239,28.327,0.10791,0.36473,0.62997,0.4873,45.37,0,0,69.536,9,0
21,0,42.903,0.13041,0.0038277,0.17084,0.092834,8.04E-06,4.1445,3.9071,24.224,0.0055052,0.013402,0.017322,0.031814,12.41,0,0,56.625,9,50
22,0,61.678,0.11267,0.068547,1.395,0.014376,4.09E-05,3.1973,4.3608,36.526,0.053247,0.058948,0.11881,0.072435,31.811,0,0,61.869,9,122.58
23,0,66.009,0.17762,0.041111,0.228,0.026822,1.48E-05,3.9226,1.94,24.773,0.0026949,0.049095,0.050954,0.10799,62.398,0,0,67.123,9,164.64
24,0,59.74,0.23381,0.018703,0.20333,0.012942,0.00011059,2.5208,0.90828,20.615,0.0075688,0.02321,0.024264,0.29169,56.505,0,0,69.623,9,172.2
25,0,30.903,0.77715,0.043136,0.2362,0.037037,1.39E-05,3.0692,1.4445,15.867,0.1007,0.015052,0.019012,0.46081,7.3908,0,0,51.761,9,1.562
26,0,85.235,0.47389,10.315,50.738,0.047506,1.40E-05,7.5855,2.8575,17.697,0.006877,0.70532,0.046674,12.676,60.333,0,0,95.752,9,180.12
27,0,41.152,0.14368,0.017278,0.13265,0.020717,0.00010539,1.6812,2.3675,13.441,0.0031664,0.016619,0.017025,0.015776,36.102,0,0,58.564,9,114.78
28,0,41.97,0.16542,0.025349,0.15341,0.0090212,1.65E-05,4.623,1.793,26.053,0.011839,0.012131,0.0043337,0.036569,31.84,0,0,72.211,9,8.5727
29,0,24.535,1.3689,0.19225,3.2912,1.2931,0.0022964,2.3074,9.9914,67.941,0.046249,0.011093,0.72787,1.4285,5.6167,0,0,68.852,9,166.96
30,0,54.918,0.19639,0.44712,4.2965,0.066004,0.0028227,2.0764,1.6449,26.878,0.066086,0.07823,0.0059629,0.5309,53.357,0,0,81.241,9,135.98
31,0,47.197,0.47237,0.011311,0.64575,0.0395,0.0016126,4.999,1.529,2.6131,0.15373,0.28912,0.055805,0.057583,24.404,0,0,53.486,9,14.594
32,0,46.579,0.46,0.0029402,0.2482,0.032077,0.0010941,1.7692,2.9901,3.108,0.0096544,0.044494,0.15328,0.026496,71.646,0,0,42.746,9,14.155
33,0,84.971,1.3507,0.63575,24.412,2.7123,0.00044752,50.738,6.0876,5.3072,3.3611,9.1706,0.12758,0.73256,96.171,0,0,71.74,9,0
34,0,59.69,1.3088,2.5717,3.1936,1.8071,0.0062552,5.9351,6.8239,28.327,0.10791,0.36473,0.62997,0.4873,45.37,0,0,69.536,9,186.97
35,0,80.718,0.23171,84.049,0.81034,0.029724,2.84E-05,7.6616,3.0226,9.4984,0.0035103,0.21904,2.2526,0.022914,88.76,0,0,86.626,9,104.49
36,0,51.243,0.32356,0.039676,0.99646,0.21793,1.52E-05,2.6499,1.4195,31.474,0.025468,0.046421,0.05446,0.022018,4.2677,0,0,60.69,9,172.98
37,0,60.533,0.26835,0.068673,0.37196,0.017679,1.35E-05,3.2312,1.1838,36.165,0.0064935,0.058391,0.079082,0.029795,14.814,0,0,56.71,9,189.98
38,0,50.417,0.71244,0.020823,0.48113,0.029084,0.00013776,5.3688,0.63947,11.698,0.0084628,0.093979,0.089232,0.0047023,26.823,0,0,71.947,9,102.74
39,0,53.728,0.14633,0.31038,0.17827,0.060386,2.63E-05,2.9681,0.5931,36.879,0.013307,0.076641,0.073158,0.014047,13.885,0,0,70.012,9,166.79
40,0,68.58,0.27692,0.0039503,0.32829,0.010065,4.76E-05,2.9889,0.96725,1.9711,0.037345,0.058562,0.32426,0.01571,59.272,0,0,44.308,9,139.42
41,0,50.76,4.0162,0.14969,0.33817,0.02874,4.55E-05,3.8244,54.49,27.251,0.0024613,0.01156,1.9709,0.0079816,28.682,0,0,56.444,9,104.62
42,0,61.629,0.225,0.10338,0.17155,0.020238,7.67E-05,3.7317,2.9966,37.069,0.015574,0.081047,0.43711,0.031735,21.331,0,0,76.317,9,182.57
43,0,47.896,0.43955,0.026696,0.10543,0.013303,1.61E-05,5.6544,3.5262,23.866,0.0018653,0.0063201,0.19874,0.01295,26.926,0,0,42.831,9,113.77
44,0,84.365,6.8654,1.8335,0.46668,0.050227,0.0030749,19.336,1.3033,14.91,0.04812,0.021789,0.059997,0.12263,57.126,0,0,75.776,9,101.92
45,0,85.747,0.69569,10.185,1.955,0.076245,5.03E-05,4.0146,20.973,70.043,0.0087925,0.45436,3.1225,0.20075,53.48,0,0,93.824,9,0
46,0,45.902,0.27487,0.063158,0.43862,0.0087491,1.79E-05,3.2908,1.6614,14.794,0.013539,0.026088,0.045426,0.08506,33.394,0,0,77.732,9,189.52
47,0,51.441,0.14293,0.27024,0.42501,0.028565,4.46E-05,3.3652,1.9432,5.0132,0.03379,0.11616,0.056916,0.55195,70.548,0,0,82.12,9,146.48
48,0,40.126,0.16587,0.17347,9.7047,0.0078593,2.69E-05,2.1345,3.4204,24.075,0.07376,0.045072,0.1653,0.28427,46.173,0,0,78.804,9,108.22
49,0,35.25,0.112,0.52541,8.1898,0.46387,0.0021474,12.547,1.4365,7.7196,0.90453,2.1563,0.021919,0.12197,38.327,0,0,89.731,9,174.28
50,0,75.395,1.0461,3.3313,3.2061,0.040541,1.28E-05,3.2121,6.4043,47.34,0.024183,0.12281,0.2733,1.3835,79.716,0,0,66.874,9,191.02
51,0,47.255,0.18426,0.10864,0.071748,0.011615,1.46E-05,2.2714,4.753,34.008,0.00077884,0.0097977,0.46516,0.0034922,45.491,0,0,57.211,9,105.39
52,0,46.636,0.56557,0.049931,0.53998,0.011564,9.46E-05,1.8305,4.0643,25.312,0.012236,0.0091699,0.54073,0.029392,49.235,0,0,71.258,9,100
53,0,97.401,0.20404,0.54249,18.063,0.22402,0.34236,5.8727,1.031,49.013,0.51697,2.2093,3.3781,0.098614,95.241,0,0,84.289,9,101.57
54,0,73.576,0.24102,0.017604,0.49848,0.052289,2.46E-05,4.4044,3.7713,53.564,0.0086296,0.11211,0.14094,0.020415,47.204,0,0,57.296,9,163
55,0,74.251,0.24235,5.0325,23.882,0.013848,7.37E-05,3.9351,25.783,65.056,0.0091935,0.079536,1.6424,0.31583,89.747,0,0,92.417,9,181.14
56,0,68.354,4.9361,11.443,0.18521,0.024879,0.00039508,3.6642,14.075,17.593,0.0081807,0.052175,6.02,0.0076462,48.034,0,0,47.046,9,177.78
57,0,59.69,1.3088,2.5717,3.1936,1.8071,0.0062552,5.9351,6.8239,28.327,0.10791,0.36473,0.62997,0.4873,45.37,0,0,69.536,9,101.07
58,0,59.69,1.3088,2.5717,3.1936,1.8071,0.0062552,5.9351,6.8239,28.327,0.10791,0.36473,0.62997,0.4873,45.37,0,0,69.536,9,187.77
59,0,86.797,0.2623,0.19564,2.0887,0.010369,4.47E-05,4.2424,0.83143,56.618,0.002962,0.067498,0.034036,0.034363,94.684,0,0,80.681,9,130.14
60,0,45.883,0.22614,0.024369,0.31147,0.023625,1.12E-05,2.5901,2.4124,28.991,0.010359,0.042552,0.031463,0.10007,38.253,0,0,72.312,9,119.33
61,0,58.046,0.23381,0.018703,0.20333,0.012942,0.00011059,2.5208,0.90828,20.615,0.0075688,0.023188,0.024264,0.29114,53.57,0,0,69.623,9,168.2
62,0,88.545,0.71379,0.30825,3.3253,0.16643,0.0041753,4.5448,2.3318,19.876,0.093683,0.71008,2.0057,0.039708,72.241,0,0,43.498,9,110.32
63,0,98.504,18.309,0.076252,0.34376,99.935,8.53E-05,2.8089,28.913,87.832,0.020261,0.045166,1.2895,0.12923,72.42,0,0,65.409,9,100
64,0,68.32,0.12971,0.56445,0.20915,0.047506,7.88E-06,3.2907,0.69835,10.019,0.0047574,0.44401,0.025018,0.4893,37.667,0,0,37.645,9,100
1,0,0.00042041,68.533,0.92708,0.00073975,100,99.831,0.54227,14.583,0.29222,0.667,0.10707,1.1561,0.65527,69.653,0,0,0.0064526,10,11.879
2,0,0.0024795,60.065,99.999,0.00045505,1.8846,96.83,0.46373,1.3823,1.8997,0.0077165,0.13713,0.39973,0.0033001,0.55236,0,0,0.018919,10,168.23
3,0,0.0086938,59.692,99.513,0.00077556,0.13623,77.829,0.45126,0.38028,1.1516,0.0069883,0.15528,0.031961,0.2648,0.72068,0,0,0.036274,10,22.507
4,0,0.0010996,9.9901,99.982,0.00042811,6.4096,58.793,0.25498,2.2365,1.7753,0.0076726,0.16392,0.2044,0.038526,0.67836,0,0,0.039452,10,166.98
5,0,0.045821,7.1456,62.593,0.035951,100,67.442,0.91997,11.878,0.08935,0.072728,0.22951,55.144,1.6216,2.8866,0,0,0.0043533,10,173.91
6,0,0.00041416,2.8764,15.615,0.0008647,99.955,23.782,0.14338,8.6461,18.333,0.018666,0.12671,1.2536,0.0028316,29.439,0,0,0.085012,10,23.202
7,0,0.00017007,2.8972,13.7,0.00033424,99.472,4.5733,0.17731,1.4589,18.747,0.016103,0.043167,0.30932,0.00070561,1.6368,0,0,0.11824,10,121.17
8,0,0.00016949,2.6121,63.17,0.00019975,53.685,72.41,0.44725,1.9308,0.44357,0.018526,0.04493,0.49732,0.0012004,3.1627,0,0,0.09141,10,55.855
9,0,6.78E-05,3.9729,99.915,0.17873,100,98.069,7.558,32.557,0.13063,0.20313,0.71102,3.944,0.9453,0.49416,0,0,0.040298,10,36.48
10,0,8.06E-06,1.6454,0.0038103,0.00061479,100,87.558,0.11949,4.677,0.026943,0.040443,0.048839,0.86002,0.00081726,3.6281,0,0,0.002322,10,175.74
11,0,3.88E-05,2.8144,0.15956,0.00026768,100,50.74,0.39692,3.5073,0.63226,0.016774,0.030821,0.16636,0.0038213,0.66105,0,0,0.024068,10,101.35
12,0,4.05E-05,5.1794,0.01214,0.00038624,100,12.15,0.19286,2.0237,0.27323,0.0074602,0.07244,0.17839,0.0010973,1.1423,0,0,0.031619,10,87.319
13,0,0.00027745,17.184,98.95,0.12103,100,99.858,1.5804,62.438,0.2054,2.4799,4.0204,1.9508,0.67793,4.0883,0,0,0.019808,10,86.273
14,0,4.30E-05,2.2498,0.023718,0.00093319,100,75.507,0.076972,1.8909,0.16702,0.066552,0.22254,0.92609,0.0068844,1.4748,0,0,0.0041886,10,182.02
15,0,0.00029448,1.731,1.9183,0.00079779,99.999,17.892,0.05583,13.002,7.4477,0.02785,0.17199,0.17503,0.0016001,0.32061,0,0,0.028648,10,163.24
16,0,0.00059647,11.86,7.1025,0.00037385,100,98.467,0.07396,4.5041,0.40602,0.012332,1.7536,0.29761,0.026095,0.44024,0,0,0.036594,10,84.898
17,0,7.95E-05,35.807,6.3326,0.017221,99.998,99.611,0.98809,9.1127,0.071219,0.24213,3.8138,0.34102,77.982,0.10175,0,0,0.036121,10,160.61
18,0,2.02E-05,2.8957,0.065426,0.00013753,100,94.703,0.079047,11.152,0.16958,0.14726,0.077,0.74196,0.00063157,0.67915,0,0,0.0079508,10,162.61
19,0,0.00061357,2.5653,3.3503,0.00094457,100,95.177,0.091096,1.831,19.347,0.013323,0.29535,0.2302,0.0018975,0.27608,0,0,0.035236,10,71.101
20,0,4.09E-05,1.8001,0.1576,0.00045682,100,14.21,0.071886,1.0137,0.79219,0.0070661,0.26929,0.1315,0.00050087,0.16244,0,0,0.020909,10,5.643
21,0,0.00015244,11.414,99.939,0.0066615,100,99.784,0.92035,15.498,0.069069,0.032447,5.8145,1.7533,4.1502,0.10019,0,0,0.019527,10,49.984
22,0,0.0001296,4.467,0.14209,0.00098573,100,97.228,0.048743,3.5083,0.15246,0.025325,0.34881,0.35287,0.0020922,0.35544,0,0,0.0035215,10,87.66
23,0,3.63E-05,5.7709,0.0088383,0.00024891,100,81.953,0.077945,0.59656,0.14633,0.0067166,0.18518,0.075599,0.003509,0.28958,0,0,0.0029995,10,176.28
24,0,0.00033454,0.39025,0.58605,0.00062566,100,83.863,0.034366,20.593,4.5648,0.06192,0.16673,1.148,0.0010574,4.2914,0,0,0.012816,10,165.56
25,0,0.00025876,59.932,4.7356,0.0047568,100,65.324,0.49402,5.4469,0.04631,0.064388,0.9608,3.5455,0.26496,0.18688,0,0,0.019228,10,63.455
26,0,3.44E-05,0.87657,0.0030932,0.00014917,100,94.791,0.085537,3.0401,0.07941,0.18817,0.13997,0.34887,0.0024131,0.87893,0,0,0.0029816,10,168
27,0,0.00090417,1.3286,0.33821,0.00085614,100,81.487,0.06532,2.9091,4.0407,0.053964,0.71609,0.34437,0.0056632,1.0493,0,0,0.018462,10,91.727
28,0,0.0010122,1.9375,0.15462,0.00099265,100,99.107,0.047671,8.5763,1.3296,0.044376,0.20494,0.07485,0.0012349,0.24673,0,0,0.0095669,10,104.78
29,0,0.0002326,73.081,3.9971,0.0088137,99.999,93.601,0.857,1.0772,0.16231,0.33788,6.3787,0.73633,15.371,0.31005,0,0,0.047352,10,186.05
30,0,0.0010448,0.5712,0.14036,0.00046689,100,99.214,0.065723,5.5879,5.2352,1.8663,0.088578,0.45286,0.00098023,1.0878,0,0,0.020832,10,155.92
31,0,5.23E-05,29.834,0.30964,37.026,100,81.472,0.36399,3.8233,0.087268,0.01951,7.8268,0.15934,0.08138,0.51541,0,0,3.634,10,62.571
32,0,9.83E-05,1.1641,0.0083974,0.00037157,100,83.535,0.069898,0.5593,0.47331,0.038787,0.29499,0.31751,0.0017867,0.64392,0,0,0.011363,10,72.121
33,0,0.0003016,99.167,99.991,0.0042958,100,99.831,0.26285,14.583,0.29102,0.66622,0.90042,1.1733,0.65527,40.445,0,0,2.018,10,30.423
34,0,0.0024776,60.065,99.999,0.00045505,1.8846,96.83,0.83317,1.3823,1.9021,0.0076863,0.074175,0.38085,0.0029977,0.26716,0,0,0.014287,10,163.02
35,0,0.0087555,63.954,100,0.00091931,0.35396,77.829,3.9038,1.0374,2.3481,0.0074628,0.16143,0.29424,0.28404,0.84249,0,0,0.03729,10,50.743
36,0,0.0066077,10.968,100,0.00059468,6.4096,75.817,0.28805,1.9689,2.6848,0.0075337,0.16316,0.14337,0.039194,0.82258,0,0,0.039474,10,155.47
37,0,0.045821,7.3856,0.046121,0.0023224,100,99.54,3.3838,47.683,0.089981,0.039869,0.22951,62.017,1.622,36.379,0,0,0.0041399,10,179.36
